Unnamed: 0	Address2	Latitude	Longitude
2908	Trường Sa, Phường 13, Quận Phú Nhuận	107.882.542	1.066.704.676
2909	đường Hoàng Hữu Nam, Long Thạnh Mỹ, Thành phố Thủ Đức	108.625.375	1.068.134.707
2910	Lê Văn Thọ, Quận Gò Vấp	108.455.819	1.066.570.168
2911	đường Lê Văn Thọ, Quận Gò Vấp	108.455.819	1.066.570.168
2912	Nguyễn Văn Cừ, Long Biên	210.464.835	1.058.773.208
2913	Phố Nguyễn văn cừ, Quận Long Biên	210.464.835	1.058.773.208
2914	TT Vạn Phúc, gần Trường Chính	210.001.492	1.058.312.638
2915	đường Gò Dầu, Phường Tân Sơn Nhì	10.795.851	1.066.261.721
2916	Phố Vip Tây Hồ	210.811.211	1.058.180.306
2917	đường Lạc Long Quân	210.644.829	1.058.098.854
2918	TP Biên Hòa	109.574.128	1.068.426.871
2919	Hồng Tiến, Bồ Đề, Long Biên	21.039.005	1.058.756.334
2920	Ngọc Thụy, Long Biên	210.588.582	1.058.583.873
2921	Biên Hòa	109.574.128	1.068.426.871
2922	Ngõ 28, Phố Xuân La, Quận Tây Hồ	21.035.591	1.057.955.691
2923	ngõ Thông Phong, Tôn Đức Thắng	21.026.233	1.058.335.492
2924	Phùng Khoang	20.988.178	1.057.931.515
2925	Lo Lóc 2, phường Cầu Giấy, Quận Đống Đa	210.180.725	1.058.299.495
2926	đường 19/5 Văn Quán, ngõ trước nhà	209.757.396	10.578.937
2927	False		
2928	đường Phan Xích Long, Phường 7, Quận Phú Nhuận	108.017.818	1.066.830.914
2929	đường số 38, phường Hiệp Bình Chánh, TP Thủ Đức	108.424.872	1.067.344.933
2930	hẻm nội bộ đường Phan Đăng Lưu, ngay ngã tư Phú Nhuận, kế bên Phan Xích Long	10.799.713	106.680.138
2931	Phố Lý Tự Trọng, Hồng Bàng, Hải Phòng	208.629.685	1.066.864.053
2932	đường Trường Sơn, Phường 15, Quận 10	107.822.481	1.066.645.265
2933	Trường Sa, Phường 13, Quận Phú Nhuận	107.882.542	1.066.704.676
2934	đường Minh Khai, Phường Hồng Bàng, Thành phố Hải Phòng	208.615.884	1.066.851.329
2935	hẻm Lê Quang Định, Phường 1, Gò Vấp	10.809.232	1.066.928.609
2936	Lê Quang Định, Phường 1, Gò Vấp	10.814.795	1.066.895.497
2937	 số 7, Nguyễn Văn Cừ-Ngọc Lâm	210.400.966	1.058.661.846
2938	đường Nguyễn Xí, phường 26, quận Bình Thạnh	10.815.315	106.707.746
2939	đường Phan Đăng Lưu, gần ngã tư Phú Nhuận, Quận Phú Nhuận	108.034.532	1.066.896.934
2940	đường Trần Kế Xương, phường 7, Quận Phú Nhuận	108.023.412	1.066.903.706
2941	đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận	108.030.496	1.066.767.948
2942	1162/5 Trường Sa, Phường 13, Quận Phú Nhuận	107.894.659	1.066.697.597
2943	đường Trường Sa, Phường 14, Quận Phú Nhuận	107.890.806	106.668.137
2944	đường Thi Sách, Phường Bến Nghé, Quận 1	107.781.229	1.067.048.329
2945	đường Trần Kế Xương, Phường 3, Quận Bình Thạnh	108.022.952	1.066.917.901
2946	đường Phan Văn Trị, Phường 5, Quận Gò Vấp	108.256.696	1.066.900.101
2947	Đường Cự Lộc	210.012.554	1.058.137.407
2948	ngõ Khâm Thiên, Xã Đàn, quận Đống Đa	210.159.567	1.058.378.952
2949	đường Lê Văn Quy, Ngã 4 Bốn Xã		
2950	đường B3, KĐT VCN, Phường Phước Long 1, Nha Trang	122.245.464	1.091.828.169
2951	Trực đường Lớn 18M, Nhà Gói 8, The Capella, Giai đoạn 1		
2952	ngõ 193 Phúc Lợi, Long Biên	210.437.208	1.059.259.271
2953	Ngõ 193 Phúc Lợi, Quận Long Biên	210.437.208	1.059.259.271
2954	Đường số 2, Phường 16, Quận Gò Vấp	108.481.556	1.066.617.089
2955	phố Phú Nhuận	107.991.944	1.066.802.639
2956	phố Ngô Gia Tự, Phường Long Biên	210.656.791	1.058.980.147
2957	Thoại Ngọc Hầu, Phường Phú Thọ Hoà, Quận Tân Bình	107.811.773	1.066.352.585
2958	đường Nguyễn Duy Dương, Phường 3, Quận 10	107.571.365	1.066.717.634
2959	Nguyễn Khuyến		
2960	Lê Long Bình, Quận Long Biên	210.548.635	1.058.884.966
2961	Đường 23, Phường Hiệp Bình Chánh, TP Thủ Đức	108.282.919	106.726.749
2962	Nguyễn Sơn, Quận Tân Phú	107.828.184	1.066.265.561
2963	Chợ Vải Tân Bình, Quận Tân Bình	108.014.659	1.066.525.974
2964	Giáp Tôn Lễ, Quận Bình Tân	107.652.581	1.066.038.535
2965	Lê Văn Quới, Quận 11	10.776.189	1.066.113.201
2966	đường Lê Văn Quới, Quận 11	107.629.739	106.650.084
2967	Ngã Tư Bốn Xã, Hương Lộ 2, Quận 11	107.629.739	106.650.084
2968	Khu đô thị Tây Hồ Tây, Cao Giầy	210.560.248	1.057.967.419
2969	Kinh Dương Vương, Quận 6	107.482.328	1.066.267.684
2970	Lý Thánh Tông, Quận Tân Phú	107.668.763	1.066.274.134
2971	Đống Đa, Thái Hà	210.129.882	105.820.014
2972	Lê Trọng Tấn, Quận Thanh Xuân	20.993.927	1.058.314.531
2973	Luỹ Bán Bích, Quận Tân Phú	107.766.943	1.066.341.303
2974	Hẻm Xe Tải, Gò Dầu, Quận Tân Phú	107.958.184	1.066.220.132
2975	đường Tên Lửa	107.382.359	1.066.152.822
2976	đường số 18, khu Tên Lửa, Trung tâm Bình Trị Đông B, khu Tên Lửa Aeonmall Bình Tân, ngay giao lộ Đường số 1 và đường Vành Đai	107.557.614	1.066.126.331
2977	đường số 18, khu Tên Lửa	107.478.829	1.066.118.492
2978	đường Phạm Ngũ Lão, Quận 1	107.688.718	1.066.937.594
2979	Ngay Công Ty Changshin, Thạnh Phú	110.129.389	1.068.514.512
2980	đường Nguyễn Lâm, Phường 7, Quận Bình Thạnh	108.004.819	1.066.924.614
2981	đường Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận	107.941.151	1.066.692.559
2982	đường Hoàng Sa, Phường Tân Định, Quận 1	107.953.364	1.066.900.013
2983	huyện Bình Chieu, TP. Thủ Đức	108.775.897	1.067.264.125
2984	đường tỉnh lộ 43, Phường Bình Chiểu, TP.Thủ Đức	108.667.917	1.067.339.255
2985	Hẻm Lê Quang Định, Phường 7, Quận Bình Thạnh	10.809.232	1.066.928.609
2986	Đỗ Xuân Hợp		
2987	Vân Trì, Vân Nội, Đông Anh	211.555.481	1.058.092.161
2988	đường Trường Chinh, Phường Đống Đa 	213.063.049	1.056.031.342
2989	đường Trường Sa, Phường 2, Quận Phú Nhuận	107.951.443	1.066.875.265
2990	đường Hoa Cúc, Phường 7, Quận Phú Nhuận	107.986.191	106.688.851
2991	Trường Sa, Phường 13, Quận Phú Nhuận	107.882.542	1.066.704.676
2992	phố Mai Dich	21.042.561	105.775.175
2993	phố Vip Nguyễn Sơn, Quận Long Biên	210.425.147	1.058.872.588
2994	Lũy Bán Bích, Quận Tân Phú	107.766.943	1.066.341.303
2995	Hóc Môn	108.839.675	1.065.870.611
2996	đường Dương Đình Hội	108.228.086	1.067.802.545
2997	Phố Bùi Xuân Trạch	209.921.053	1.058.171.986
2998	Khương Trung	209.971.504	1.058.216.911
2999	Ðịnh Công Thượng, Quận Hoàng Mai	209.784.143	1.058.282.959
3000	Số Hành, Trường Chinh, Quận 12	108.298.158	1.066.237.675
3001	Ngõ Chợ Khâm Thiên, Đống Đa	210.159.144	1.058.378.302
3002	Ðường Số Chợ Tân Mỹ, Quận 7	107.364.544	1.067.186.909
3003	đường Thụy Khuê, Tây Hồ	210.434.142	1.058.211.387
3004	đường An Dương Vương, Phường An Lạc, Quận Bình Tân, TPHCM	107.340.594	1.066.210.967
3005	đường Huỳnh Văn Bánh, Phường 14, Quận Phú Nhuận	107.916.291	106.669.605
3006	Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh	10.810.156	106.689.889
3007	Tôn Đức Thắng, Lê Chân, Hải Phòng	20.848.079	106.664.707
3008	Siêu Khan Hiểm, KDC Him Lam, Quận 7	10.731.584	106.687.438
3009	đường số, Phường Linh Đông	10.814.352	106.729.918
3010	đường số, Phường Linh Đông	10.814.352	106.729.918
3011	đường Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1	10.759.295	106.684.096
3012	Phan Đăng Lưu, Phường 3, Quận Bình Thạnh	10.803.420	106.689.692
3013	Lê Hồng Phong, Ngô Quyền, Hải Phòng	208.440.295	106.709.682
3014	Hẻm ô tô, Lê Văn Quới, Kênh Nước Đen, Phường Bình Long, Quận 11	110.347.492	1.067.475.119
3015	Huỳnh Tấn Phát, Quận 7	10.727.545	106.733.066
3016	Đỗ Xuân Hợp		
3017	Khu đô thị Đặng Xá, Gia Lâm	210.189.833	1.059.481.833
3018	Lã Xuân Oai, Tăng Nhơn Phú A, Quận 9	108.398.715	1.067.953.202
3019	Tứ Liên, Tây Hồ	210.695.076	1.058.378.366
3020	phố Sài Đồng, Long Biên	210.368.776	105.911.551
3021	Ngõ Tây Sơn, Quận Đống Đa	210.092.684	1.058.258.111
3022	Nguyễn Văn Tuyết, Thanh Xuân	210.095.298	1.058.201.699
3023	đường Trực Cát, Lê Chân, Hải Phòng	208.222.755	1.066.837.549
3024	Đường Trực Cát, Lê Chân, Hải Phòng	208.222.755	1.066.837.549
3025	Đường số 9, Phường 16, Gò Vấp	108.427.829	1.066.694.245
3026	đường Số 1, Phường 11, Quận Gò Vấp	108.462.307	1.066.605.176
3027	Lạc Long Quân, Âu Cơ, Phường 10, Quận Tân Bình	107.748.299	1.066.480.354
3028	Nguyễn Đình Chiểu, Phường 4, Quận Phú Nhuận	108.038.786	1.066.811.704
3029	đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận	108.030.496	1.066.767.948
3030	đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận	108.030.496	1.066.767.948
3031	đường Trần Kế Xương, Phường 7, Quận Phú Nhuận	108.023.412	1.066.903.706
3032	đường Hoa Đào, Phường 2, Quận Phú Nhuận	107.982.517	1.066.861.648
3033	TP Biên Hòa	109.574.128	1.068.426.871
3034	Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1	107.892.379	1.067.028.718
3035	Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1	107.892.379	1.067.028.718
3036	False		
3037	đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1	107.635.976	1.066.895.263
3038	Nguyễn Chí Thanh, Phường 9, Quận 5	107.600.634	106.669.755
3039	đường Trần Hữu Trang, Phường 10, Quận Phú Nhuận	10.793.676	1.066.725.583
3040	đường Nguyễn Thị Minh Khai, Phường 5, Quận 3	107.708.401	1.066.867.468
3041	Mặt tiền Thành Thái, Phường 12, Quận 10	107.724.852	1.066.651.205
3042	Cách Mạng Tháng 8, Quận 10	107.823.007	1.066.732.448
3043	Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1	10.768.817	1.066.992.275
3044	Hai Bà Trưng, chợ Tân Định	107.896.951	1.066.898.337
3045	đường Nguyễn Văn Đậu, Quận Bình Thạnh	108.104.676	1.066.900.723
3046	đường Phan Văn Trị, Quận Bình Thạnh	1.081.931	1.066.945.295
3047	Phố Q10, Quậnresp;		
3048	đường Thi Sách, Phường Bến Nghé, Quận 1	107.781.229	1.067.048.329
3049	391 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7	107.483.252	1.067.288.718
3050	đường Trường Sa, Phường 14, Quận Phú Nhuận	107.890.806	106.668.137
3051	160 Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7	107.399.929	1.067.353.738
3052	đường Nguyễn Xí, Phường 26, Quận Bình Thạnh	10.815.315	106.707.746
3053	đường số Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7	107.142.129	1.067.376.942
3054	Trường Sa, Phường 13, Quận Phú Nhuận	107.882.542	1.066.704.676
3055	ô tô, Phường Hố Nai	109.738.414	1.068.799.658
3056	KDC Kiều Đàm, Phường Tân Hưng, Quận 7	107.470.903	106.699.514
3057	Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	108.204.226	1.066.942.397
3058	phố Tân Vạn		
3059	Nguyễn Văn Cừ, Long Biên	210.464.835	1.058.773.208
3060	đường số 49, phường Hiệp Bình Chánh, TP Thủ Đức	108.395.323	1.067.294.635
3061	Lâm Văn Bền, Phường Tân Kiểng, Quận 7	107.478.573	1.067.158.641
3062	Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7	107.269.665	1.067.334.285
3063	Đồng Khởi, Phường Tân Phong, Thành phố Biên Hòa	109.816.909	1.068.474.631
3064	Nguyễn Văn Nam		
3065	đường số 34, phường Bình Trưng Tây, Quận 2, TP Thủ Đức	107.860.477	106.757.996
3066	Lạc Long Quân, Phường 10, Quận Tân Bình	107.808.805	1.066.500.274
3067	Quốc lộ 1A, Giáp Tân Phú	108.631.238	1.067.962.597
3068	chợ Trần Văn Quang, Tân Bình	107.795.713	1.066.491.732
3069	Hẻm 2 Xe Tải, Lê Văn Quới, Quận Tân Phú	108.062.179	1.066.250.137
3070	Đường Dân Lập, Lê Chân, Hải Phòng	208.383.131	1.066.871.216
3071	 HL2, Ngã tư Bốn Xã, Bình Trị Đông	1.077.323	106.620.297
3072	Biên Hòa	109.574.128	1.068.426.871
3073	đường Số 10, Phường 9, Quận Gò Vấp	108.436.022	1.066.493.742
3074	đường Lô Góc Hoàng Văn Thụ, Hồng Bàng, Hải Phòng	208.589.971	106.684.399
3075	Tân Hòa Đông, Hương Lộ 2, Lê Văn Quới, Bình Trị Đông, Bình Tân	10.772.781	106.612.171
3076	Hẻm thông ra Tân Hòa Đông, Hương Lộ 2, Lê Văn Quới, Bình Trị Đông, Bình Tân	10.772.781	106.612.171
3077	Tân Thới Nhất 05	108.292.885	1.066.143.944
3078	Hoàng Lộc, Phú Chánh, Bình Dương	110.676.627	1.066.939.803
3079	Hẻm Lò, Lê Văn Quới, Hương Lộ 2	107.737.112	1.066.213.049
3080	Nguyễn Xí, Phạm Văn Đồng	108.230.993	1.067.033.438
3081	ngõ Trần Phú, Hà Đông, gần KĐT Văn Quán	209.799.246	1.057.873.752
3082	Trần Phú, ngõ rộng ba gác tránh, KĐT Văn Quán, Hà Đông	209.799.246	1.057.873.752
3083	Ngọc Thụy, Long Biên	210.588.582	1.058.583.873
3084	Lê Duẩn, Phường ước tính	210.187.993	1.058.413.845
3085	Ngách ô tô, Ngã tư Tân Sơn Nhì + Gò Dầu	107.958.295	1.066.269.265
3086	Nguyễn Lượng Bằng		
3087	đường số 18 Tên Lửa, Phường/quận ???	209.819.702	1.056.830.456
3088	đường số 7, khu Tên Lửa	107.557.614	1.066.126.331
3089	đường Mã Lò, Phường Bình Trị Đông, Quận Bình Tân	107.728.591	1.066.018.083
3090	đường 27, Phường Hiệp Bình Chánh, TP Thủ Đức	108.332.403	1.067.318.574
3091	Xô Viết Nghệ Tĩnh, Nguyễn Xí, Quận Bình Thạnh	108.099.089	1.067.126.015
3092	Điện Dương	159.269.849	1.083.030.015
3093	27 phố Đại Cồ Việt, Quận Hai Bà Trưng	2.100.715	1.058.447.328
3094	Hồng Lạc, Quận Tân Bình	107.874.728	1.066.470.841
3095	Trần Văn Quang, Phường 9, Quận Tân Bình	10.779.581	1.066.471.074
3096	Unknown		
3097	Đường Phạm Văn Đồng, Lê Quang Định, Phường 5, Quận Bình Thạnh	108.192.333	1.066.899.106
3098	đường Phạm Văn Đồng, Lê Quang Định, Phường 5, Quận Bình Thạnh	108.192.333	1.066.899.106
3099	đường Nguyễn Lâm, Phường 13, Quận Bình Thạnh	108.003.172	1.066.924.832
3100	đường Nguyễn Lâm, Phường 13, Quận Bình Thạnh	108.003.172	1.066.924.832
3101	đường Nguyễn Lâm, Phường 13, Quận Bình Thạnh	108.003.172	1.066.924.832
3102	đường Phan Văn Trị, Phường 5, Quận Gò Vấp	108.256.696	1.066.900.101
3103	đường Phan Văn Trị, Phường 5, Quận Gò Vấp	108.256.696	1.066.900.101
3104	Hẻm 8m, Nguyễn Cửu Vân, Quận 1	107.660.509	1.066.907.166
3105	phố Lê Trọng Tấn, Phường Thanh Xuân	20.993.927	1.058.314.531
3106	đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp	108.484.293	106.648.556
3107	đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp	108.484.293	106.648.556
3108	đường Cù Lao, phường 2, quận Phú Nhuận	107.966.502	1.066.879.563
3109	đường Trần Kế Xương, Phường 7, Quận Phú Nhuận	108.023.412	1.066.903.706
3110	đường Trần Kế Xương, Phường 7, Quận Phú Nhuận	108.023.412	1.066.903.706
3111	False		
3112	đường Lê Văn Quới, Mã Lò, Hương Lộ 2, Quận 6	107.480.929	1.066.352.362
3113	đường Trần Kế Xương, Phường 3, Quận Bình Thạnh	108.022.952	1.066.917.901
3114	đường Trần Kế Xương, Phường 3, Quận Bình Thạnh	108.022.952	1.066.917.901
3115	Gò Xoài, Khu Lê Văn Quới, Bình Tân	10.776.189	1.066.113.201
3116	Phó Đồng Cổ, với lòng hồ Thuỵ Khuê	21.046.133	1.058.246.266
3117	đường Lê Quang Định	10.810.721	1.066.921.277
3118	Hẻm xe tải, Bình Trị Đông, Hương Lộ 2, Lê Văn Quới, Bình Trị Đông A, Bình Tân	107.737.112	1.066.213.049
3119	đường số 4, An Phú, Quận 2	108.019.128	1.067.647.475
3120	Nguyễn Thiện Thuật, Quận 3	107.684.649	1.066.793.079
3121	Gần Khu Du Lịch Bửu Long, Văn Miếu Trấn Biên	109.645.454	1.068.014.723
3122	chùa Liên Phái, Bạch Mai, Quận Hai Bà Trương	210.049.822	105.850.152
3123	đường Lê Văn Sỹ, Phường 11, Quận Phú Nhuận	107.914.703	1.066.720.667
3124	Hoàng Quốc Việt, Cầu Giấy	210.460.525	105.793.266
3125	hẻm xe tải, gần chợ Bà Chiểu, quận Bình Thạnh	108.016.047	1.066.988.172
3126	Ngọc Thuỵ	210.588.582	1.058.583.873
3127	Huyện 1283 Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7	107.190.052	1.067.373.663
3128	mặt phố Ba Đình, quận Ba Đình, giáp Hoàn Kiếm, gần bốt Hàng Đậu	21.027.964	1.058.510.132
3129	phố Ba Đình, Quận Ba Đình	210.337.815	1.058.140.539
3130	Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7	107.269.665	1.067.334.285
3131	Phan Văn Trị, Phường 14, Quận Bình Thạnh	10.809.109	1.066.965.536
3132	Trần Thị Điệu, Phước Long B, Tp. Thủ Đức	108.314.724	1.067.703.105
3133	Đại Linh	4.702.234	12.901.445
3134	phường Lê Trọng Tấn, quận Tân Phú	108.079.431	1.066.201.184
3135			
3136	Nguyễn Văn Cừ, Long Biên	210.464.835	1.058.773.208
3137	phố Trần Phú, quận Hà Đông	209.799.246	1.057.873.752
3138	Nơ Trang Long, phường 7, Quận Bình Thạnh	108.074.298	1.066.950.557
3139	đường An Dương Vương, Phường An Lạc, Quận Bình Tân, TP. Hồ Chí Minh	107.340.594	1.066.210.967
3140	Phường Hiệp Phú, Quận 9 cũ, Thành phố Thủ Đức	108.486.667	1.067.809.682
3141	Nguyễn Xí, Phạm Văn Đồng	108.230.993	1.067.033.438
3142	đường Rạch Bùng Binh, Quận 3	107.840.665	1.066.803.436
3143	Lộ 3, Tân Phú	107.900.517	1.066.281.901
3144	ngõ Thổ Quan, phường Thổ Quan, quận Đống Đa, Hà Nội	210.169.657	1.058.336.779
3145	đường Lý Thường Kiệt, quận Hồng Bàng, Hải Phòng	208.573.026	1.066.763.301
3146	đường Lý Thường Kiệt, Quang Trung, Quận Hồng Bàng, Hải Phòng	20.859.283	1.066.794.643
3147	Quận 1	107.756.587	1.067.004.238
3148	F Deployment Lane, Linh Đông, District Close	10.843.909	1.067.441.048
3149	ouvernà_real, phày Quián, Hóc Môn	108.839.675	1.065.870.611
3150	Đường Liên Phường, phường Phú Hữu, Quận 9	108.048.107	106.792.446
3151	P10, Quận Tân Bình	10.795.589	1.066.697.593
3152	 ox rBH Tan Btin		
3153	hẻm xe hơi Bùi Văn Ba, Quận 7	107.505.288	1.067.361.953
3154	hẻm xe hơi Bùi Văn Ba, Quận 7	107.505.288	1.067.361.953
3155	Mặt tiền Lạc Long Quân, gần Bệnh viện Thống Nhất	107.913.464	1.066.534.322
3156	đường An Dương Vương, Phường An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh	107.278.848	1.066.203.589
3157	đường ô tô, Phường Tân Vạn	109.117.711	1.068.272.458
3158	đường DT87A, khu đô thị HUD Sơn Tây	21.109.556	1.054.544.486
3159	đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7	107.119.927	106.737.071
3160	Hẻm Xe Hơi Tân Thuận Tây, Quận 7	107.511.954	1.067.219.896
3161	đường X, Phường Thạnh Phú	160.629.875	1.081.892.877
3162	Lê Chân, Hải Phòng	208.345.046	1.066.831.336
3163	đường Dân Lập, Lê Chân, Hải Phòng	208.383.131	1.066.871.216
3164	đường DE1, Mỹ Phước 3, Bình Dương	111.192.402	1.066.417.219
3165	False		
3166	Phường Tân Phong	109.827.185	1.068.395.407
3167	Phường Tân Phong	109.827.185	1.068.395.407
3168	đường Lý Sơn, Long Biên	210.618.841	1.058.824.634
3169	Đường số 4, Quận 2		
3170	hẻm 3m, Lưu Hữu Phước, Phường 15, Quận 8	107.270.253	1.066.352.487
