Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2	lat1	lon1	lat2	lon2
Bán nhà Cầu Giấy Xuân Thủy ngõ 85 diện tích sử dụng 35m2 x 5T chỉ 4,2 tỷ	9.4	35.0	5.0	3.0		"- Chủ nhà bán căn nhà 5 tầng đẹp đường Xuân Thủy diện tích sử dụng 35m2 mặt tiền 3,5m.
- Ngõ trước nhà rộng, thoáng.
- Nhà mới xây đẹp.
- Sổ đỏ chính chủ vuông vắn.
- Giá 4,2 tỷ.
- Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	0	đường Xuân Thủy, ngõ 85	đường Xuân Thủy, ngõ 85	đường Xuân Thủy, ngõ 85	21.036.503	1.057.854.012	21.036.503	1.057.854.012
Bán nhà Cầu Giấy quận Cầu Giấy 44m2 x 5T chỉ 5,5 tỷ	4.2	44.0				"- Chủ nhà bán căn nhà 5 tầng đẹp đường Cầu Giấy diện tích 44m2 mặt tiền 4,8m.
- ngõ thẳng đẹp, đường trước nhà rộng.
- - sổ đỏ chính chủ vuông vắn.
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	0	đường Cầu Giấy, Quận Cầu Giấy	đường Cầu Giấy, Quận Cầu Giấy	đường Cầu Giấy, Quận Cầu Giấy	210.334.093	1.057.977.605	210.334.093	1.057.977.605
Bán nhà Cầu Giấy quận Cầu Giấy 44m2 x 5T chỉ 5,5 tỷ	5.5	44.0				"- Chủ nhà bán căn nhà 5 tầng đẹp đường Cầu Giấy diện tích 44m2 mặt tiền 4,8m.
- ngõ thẳng đẹp, đường trước nhà rộng.
- - sổ đỏ chính chủ vuông vắn.
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	0	đường Cầu Giấy, Quận Cầu Giấy	đường Cầu Giấy, Quận Cầu Giấy	đường Cầu Giấy, Quận Cầu Giấy	210.334.093	1.057.977.605	210.334.093	1.057.977.605
Bán nhà ngõ 42 Yên Hòa Cầu Giấy 43m x 4T chỉ 5,45 tỷ.	5.5	43.0	4.0	3.0		"- Chủ nhà bán căn nhà đường Yên Hòa diện tích sử dụng 43m2, 4 tầng, mặt tiền 7,5m.
- Nhà đẹp ở ngay chìa khóa trao tay, chủ xây mới đẹp ngất ngây,ngõ thoáng rộng, ba gác tránh, gần ô tô.
- sổ đỏ chính chủ vuông vắn.
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	0	ngõ 42, đường Yên Hòa, phố Cầu Giấy, Quận Thủ Đức	ngõ 42, đường Yên Hòa, phố Cầu Giấy, Quận Thủ Đức	ngõ 42, đường Yên Hòa, phố Cầu Giấy, Quận Thủ Đức	210.218.044	105.790.872	210.218.044	105.790.872
Bán nhà Định Công Thượng Hoàng Mai 35m2 x 5T chỉ 3,95 tỷ	5.45	35.0	6.0	4.0	ngõ 230 đường Định Công Thượng quận Hoàng Mai Hà Nội	"- cần bán gấp căn nhà trong ngõ 230 đường Định Công Thượng quận Hoàng Mai Hà Nội
- diện tích 35m2 mặt tiền 4m
Chủ nhà quan chức thành đạt tâm huyết kỳ công xây để ở thiết kế vô cùng tỉ mỉ sắc nét. Khách xem trong là mê luôn.
- Ngõ trước nhà rộng 3mét. Cách 2 nhà ra oto tránh. Thông ra nhiều tuyến phố lớn : Trần Hoà, Kim Giang, Vũ Tông Phan...Gần nhiều trường học các cấp, chợ Định Công Thượng, chợ Cầu Lủ, Bệnh viện Bưu Điện, Bệnh viện Y học Cổ Truyền Kim Giang...
- Chủ nhà dân xây dựng thiết kế đẹp, hiện đại.
Thiết kế:
Nhà thiết kế lệch tầng, rộng + thoáng.
- Tầng 1: Để xe + Bếp + Wc
- Tầng 2,3,4: Mỗi tầng 2 PN rộng + Wc
- Tầng 5: Phòng thờ + sân phơi
- Sổ đỏ chính chủ nét căng sẵn sàng giao dịch ngay.
- giá thương lượng: 3,95 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	0	ngõ 230, đường Định Công Thượng, quận Hoàng Mai, Hà Nội	ngõ 230 đường Định Công Thượng quận Hoàng Mai Hà Nội	ngõ 230, đường Định Công Thượng, quận Hoàng Mai, Hà Nội	209.836.913	1.058.218.269	209.836.913	1.058.218.269
Bán nhà Hoàng Mai quận Hoàng Mai 33m2 x 5T chỉ chưa đến 4 tỷ	3.95	33.0	3.0	4.0	ngõ 146 đường Hoàng Mai quận Hoàng Mai Hà Nội	"- cần bán gấp căn nhà trong ngõ 146 đường Hoàng Mai quận Hoàng Mai Hà Nội
- diện tích 33m2 mặt tiền 4m
- Ngõ thông, ngay gần Trường Mần Non Hoàng Văn Thụ. Trường C1.C2. Phường CA. Chợ bán kính chưa đầy 100 mét.
- Thiết kế nhà thông sàn
- Tầng 1: Phòng khách, Bếp, để xe, vệ sinh.
- Tầng 2 + 3 + 4: 3 Phòng ngủ master cực rộng, ban công, vệ sinh rộng đều có cửa sổ sáng thoáng.
- Tầng 5: Phòng thờ, sân phơi, phòng để đồ.
- Sổ đỏ sẵn sàng giao dịch
- giá thương lượng: 3,95 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	1	ngõ 146, đường Hoàng Mai, Quận Hoàng Mai, Hà Nội	ngõ 146 đường Hoàng Mai quận Hoàng Mai Hà Nội	ngõ 146, đường Hoàng Mai, Quận Hoàng Mai, Hà Nội	2.099.227	1.058.526.119	2.099.227	1.058.526.119
NHÀ SÁT HẺM ÔTÔ 6M PHẠM VĂN ĐỒNG, PHƯỜNG 11, BÌNH THẠNH, 2 TẦNG BTCT, 40M2, 3.x TỶ	3.95	40.0	2.0	2.0		"- Kết cấu nhà: 1 trệt 1 lầu BTCT, 2 PN, 2 WC; phòng khách, bếp đủ công năng; nội thất mới xinh. Nhà bao đẹp, khách đặt cọc xách đồ vào ở ngay
- Nhà cách hẻm ôtô chỉ 10m, cách đường Phạm Văn Đồng chỉ 30 giây chạy xe; hẻm thông đi tứ phía, yên tĩnh, an ninh, sạch sẽ. Khu vực là các đường lớn như Phạm Văn Đồng, Lê Quang Định, Nơ Trang Long, Phan Văn Trị; đi bốn phương đều gần đều tiện đều nhanh
- Gần siêu thị Emart, ĐH Văn Lang, chợ Cây Thị, bệnh viện Quân Y, công an phường; tràn ngập tiện ích
- Sổ hồng vuông đẹp như tờ A4, hoàn công đủ, pháp lý chuẩn, công chứng mua bán trong ngày"	True	True	True	0	Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	108.204.226	1.066.942.397	108.204.226	1.066.942.397
Bán CHDV Q2, dòng tiền 50tr/th, khu không ngập nước, đường thông, mới	3.8	61.0	8.0	4.0		"*** HÀNG SIÊU HOT THẢO ĐIỀN- Q2!!!
- Bán CHDV Thảo Điền: 4.07x 14.6m=61m2 nở hậu 4.23m
- Nhà trệt, 3 lầu, hướng Nam, đường thông, khu không bị ngập nước, thuận tiện đi lại. Hiện tại nhà đang có 8 phòng cho người nước ngoài thuê, thu nhập 50tr/ tháng, tất cả đang full phòng, tặng toàn bộ nội thất và hợp đồng thuê. Nhà còn rất mới và đẹp, thiết kế hiện đại, view Landmark 81 siêu đẹp, giá cực kỳ hợp lý, phù hợp cho khách mua đầu tư cho thuê.
- Pháp lý: sổ hồng
- Giá bán: 13.5 tỷ (bớt lộc)
- LH Tâm 0815813400 để xem nhà"	False	True	True	0	Thảo Điền, Quận 2	Thảo Điền, Quận 2	Thảo Điền, Quận 2	107.935.216	1.067.308.195	107.935.216	1.067.308.195
Nhà mặt phố, kinh doanh tuyệt vời, ngay trung tâm Hà Đông, 50m2, 7.8 tỷ	13.5	50.0			Trương Công Định Hà Đông	"+Nhà nằm ở phố Trương Công Định đông đúc dân cư, kinh doanh sầm uất ngày đêm.
+Vị trí đẹp, ngay mặt phố, ô tô tránh, vỉa hè rộng thoáng, tiện ích đa dạng.
+Nhà 5 tầng, diện tích 50m2, xây dựng rất kiên cố và chắc chắn, về ở chục năm nữa vẫn vô tư.
+Vài bước ra phố lớn Chu Văn An, thông thương các tuyến phố Vạn Phúc, Cầu Am, Trần Văn Chuông, Trần Phú, Quang Trung, Bế Văn Đàn, Nguyễn Thái Học, Nguyễn Viết Xuân,...
+Chủ nhà bác Hòa kinh doanh, làm ăn có lộc nay chuyển sang biệt thự ở với con cháu.
+Giá 7.8 tỷ ( có thương lượng với khách thiện chí )
+Sổ đỏ vuông vắn, sẵn sàng giao dịch.
+Liên hệ E Quân Nhà Đẹp 0934503893 để đi xem nhà ngay."	False	True	True	0	phố Trương Công Định, Hà Đông	Trương Công Định Hà Đông	phố Trương Công Định, Hà Đông	209.738.946	1.057.764.971	209.738.946	1.057.764.971
Bán nhà Lạc Long Quân, Tây Hồ 50m2x2T, Oto, 2 mặt thoáng, gần Hồ Tây, giá 5,9 tỷ	7.8	50.0				"Khu Víp vài bước chân ra Hồ Tây lộng gió, cách 10m Ô Tô tránh dừng đỗ ngày đêm.
- Khu phân lô cấp cho Bộ trong ngành. Dân trí cao an ninh tốt.
- Nhà 2 mặt ngõ đều ô tô đi qua cửa, chạy vòng quanh nhà.
- Nhà 2 tầng cũ xác định bán đất. Khách mua về đập đi xây 7 tầng thang máy , 2 mặt ngõ thoáng đều ô tô qua nhà.
- Nhà nằm vị trí giao thông thuận tiện ra sân bay chỉ 20 phút. Cách Hồ Tây 500m, xung quanh tiện ích bạt ngàn , như Lotte , Công Viên Nước, khu đô thị Tây Hồ Tây, Starlek, Ngoại Giao Đoàn, Cipucha...
- Sổ đỏ chính chủ. Bộ công an cấp .
Giá 5,9 tỷ có thương lượng.
Liên hệ : chị Tâm 0985428591 để được xem nhà miễn phí."	False	False	True	0	Lạc Long Quân, Tây Hồ	Lạc Long Quân, Tây Hồ	Lạc Long Quân, Tây Hồ	210.641.803	105.809.786	210.641.803	105.809.786
Bán nhà 1 Trệt 1 Lầu 75m2 thổ cư đường ô tô (P. Hoá An) chỉ 3,350 tỉ	5.9	75.0	3.0	2.0		"Chủ kẹt tiền rất thiện chí bán hạ giá 3,650 tỉ còn 3,350 tỉ
???????? Bán nhà 1 Trệt 1 Lầu 75m2 SHR thổ cư đường ô tô (P. Hoá An)
???? Vị trí: Vòng xoay Hoá An - Chợ Đồn,cách đường Bùi Hữu Nghĩa khoảng 60m
????Diện tích : 5x15m (75m2)
???? Sổ hồng riêng thổ cư có hoàn công
+ Nhà 1 Trệt 1 Lầu thiết kế hiện đại, trẻ trung gồm: 1 phòng khách,3 phòng ngủ,2 tolet,nhà bếp và sân đậu ô tô trong nhà...Đường ô tô chạy vi vu"	False	False	True	0	đường ô tô, Phường Hoá An	đường ô tô, Phường Hoá An	đường ô tô, Phường Hoá An	160.482.589	1.081.754.804	160.482.589	1.081.754.804
Bán Nhà Riêng Sổ đỏ chính chủ, 4 tầng – Lô góc mặt ngõ 211 Khương Trung, Thanh Xuân, Hà Nội 7 tỷ	3.35	50.0	4.0	4.0	Ngõ 211	"DT=50m2 x 4 tầng, MT= 6m Ngõ ô tô tránh
Nhà thiết kế hợp lý, xây để vừa Kinh doanh vừa ở, còn rất mới
Nhà đầy đủ công năng, xung quanh Nhà tiện ích đầy đủ (gần Trường cấp 1, 2 Nguyễn Trãi, gần chợ, gần Hồ Đầm hồng.. ),
- Thiết kế:
+ Tầng 1: Cho thuê KD
+ Tầng 2,3: 4 PN, wc giữa
+ Tầng 4: Phòng bếp, sân phơi.
Giá bán mong muốn: 7 tỷ."	False	False	True	0	Lô góc mặt ngõ 211 Khương Trung, Thanh Xuân, Hà Nội	Ngõ 211	Lô góc mặt ngõ 211 Khương Trung, Thanh Xuân, Hà Nội			209.946.266	105.820.083
Bán nhà 1 Trệt 1 Lầu 80m2 thổ cư đường ô tô (P. Hoá An) chỉ 2,950 tỉ	7.0	80.0	3.0	2.0		"???????? Bán nhà 1 Trệt 1 Lầu 80m2 SHR thổ cư đường ô tô (P. Hoá An)
???? Vị trí: Gần chợ Cá Hoá an,cách đường Hoàng Minh Chánh khoảng 100m
????Diện tích : 5x16m (80m2)
???? Sổ hồng riêng thổ cư
+ Nhà 1 Trệt 1 Lầu thiết kế hiện đại, trẻ trung gồm: 1 phòng khách,3 phòng ngủ,2 tolet,nhà bếp và sân đậu ô tô trong nhà...Đường ô tô chạy vi vu"	False	False	True	0	đường ô tô, Phường Hoá An	đường ô tô, Phường Hoá An	đường ô tô, Phường Hoá An	160.482.589	1.081.754.804	160.482.589	1.081.754.804
Bán nhà phố Đào Tấn, Ba Đình gần phố, ở ngay 5 tầng 50m2 giá 8.8 tỷ	2.95	50.0	6.0	4.0		"- Nhà dân xây, vị trí mặt ngõ, đường trước nhà 2 xe máy tránh, cách mặt phố Đào Tấn khoảng 20m, ngõ thông sang với ngõ 9 Đào Tấn, và ngõ 32 Đường Bưởi khu vực mà xung quanh rất nhiều tiện ích, một con phố buôn bán sầm uất nhất của Quận Ba Đình, chỉ vài phút đi bộ là đến TTTM LOTTE và TTTM VINCOM METROPOLIS. Khách sạn Daewoo￼, công viên Thủ Lệ….vv.
- Nhà được chủ tự xây nên rất chắc chắn với khung cột bê tông chịu lực .
- Tầng 1: phòng khách, bếp , cầu thang và vs giữa .
- Tầng 2,3,4: Mỗi tầng có 2 phòng ngủ và vs.
- Tầng Tum : phòng thờ và sân phơi .
- Sổ đỏ chính chủ, đã nằm két chờ giao dịch.
- Giá trên còn thương lượng."	False	False	True	0	đường Đào Tấn, Quận Ba Đình	đường Đào Tấn, Quận Ba Đình	đường Đào Tấn, Quận Ba Đình	210.320.524	1.058.107.846	210.320.524	1.058.107.846
Nhà 1 sẹc đường Đỗ Xuân Hợp, HXH , 2 tầng , sát khu TMDV , đang cho thuê 8 TR	8.8	51.0	3.0	2.0		"Nhà 1 sẹc đường Đỗ Xuân Hợp, HXH , 2 tầng , sát khu TMDV , đang cho thuê
????Diện tích 51m2
????NHà 2 tầng 3 PN , 2WC, ban công
????Hẻm 4m thông
????Nhà đang cho thuê dòng tiền 8 tr
????Sát khu TMDV , gần trường cao đẳng kỹ nghệ 2
????Pháp lý chuẩn, cc trong ngày
????Giá chỉ nhỉnh 3 tỷ có thương lượng
.....
Chuyên nhà phố Thủ Đức - Dũng TĐ"	True	True	True	0	đường Đỗ Xuân Hợp, HXH, Phường ...	đường Đỗ Xuân Hợp, HXH, Phường ...	đường Đỗ Xuân Hợp, HXH, Phường ...	108.141.275	1.067.751.935	108.141.275	1.067.751.935
HXH 5m thông, Huỳnh Văn Nghệ, 55m2, nở hậu, 4.2 tỷ, không lộ giới	3.3	55.0	2.0	1.0	Thành phố Hồ Chí Minh	"HXH 5m thông, Huỳnh Văn Nghệ, Cống Lở, 55m2, nở hậu, 4.2 tỷ
- Vị trí: hẻm thông từ Huỳnh Văn Nghệ qua Cống Lở.
- Gần chợ Phạm Văn Bạch, ra đường Trường Chinh, Tân Sơn, Phan Huy Ích, Quang Trung rất gần.
- Hẻm 5m rộng sạch thoáng, ô tô vào nhà thoải mái.
- 55m2, 4x13.5m, nở hậu. Nhà cũ tiện xây sửa.
- Sổ hồng riêng, không quy hoạch, lộ giới gần như không có.
Liên hệ 0902177052 xem nhà thật, giá thật."	False	False	True	0	Huỳnh Văn Nghệ, Cống Lở	Thành phố Hồ Chí Minh	Huỳnh Văn Nghệ, Cống Lở	108.230.989	1.066.296.638	108.265.968	1.066.358.376
Bán nhanh nhà Long Biên 63m2 x 3 T x MT 4.5 x giá 6.5 tỷ.cách 1 nhà da ngô gia tự ngõ rộng 6m	4.2	63.0	4.0	4.0	Long Biên	"nhà ngõ 287 da phố Ngô Gia tự chỉ cách 1 nhà ngõ rộng 6m thông sang Đức Giang
khu vực Kinh doanh buôn bán cực kỳ sầm uất rất nhiều tiện ích
Bán kính 500m Trường mầm non, trường THCS Đức Giang bigC Long biên
Bệnh Viện đa khoa Đức Giang Nhà mới 80% khu vực sinh lời rất cao
sổ đỏ Đẹp chủ thiện chí bán vào việc luôn.ACE muốn mua nhà liên hệ mình
Khoát Chuyên gia tư vấn môi giới nhà đất thổ cư căn hộ Long Biên và các Quận Huyện trên toàn TP Hà Nội.SĐ 0983488355"	False	False	True	0	Ngô Gia tự, Long Biên	Long Biên	Ngô Gia tự, Long Biên	210.186.765	105.884.813	210.656.791	1.058.980.147
Chỉ hơn 2tỷ xx lớn sẽ sở hữu căn nhà 34,6m2 vị trí trung tâm Q. Bình Thạnh Nơ Trang Long. Hẻm ô tô	6500000000.0	34.0	4.0	3.0	5/122/27 Nơ Trang Long phường 7 quận Bình Thạnh	"Nhà hẻm Nơ Trang Long, Phường 7 quận Bình Thạnh.
(Đầu hẻm Highlands cofffee).
- Diện tích 34,6m² (3x11m).
- Nhà kết cấu 1 trệt 2 lầu 4PN, 3WC, sân thượng.
- Vị trí trung tâm Phường 7, Bình Thạnh. Thông thoáng ra các đường lớn Phan Đăng Lưu, Hoàng Hoa Thám, Lê Quang Định.
- Hẻm 4m thông thoáng ra Hoàng Hoa Thám, xe hơi vào tới nhà nên gia đình có xe hơi.
Liên hệ 0906 301 743 em Trường."	True	False	True	0	Nhà hẻm Nơ Trang Long, Phường 7, Quận Bình Thạnh	5/122/27 Nơ Trang Long phường 7 quận Bình Thạnh	Nhà hẻm Nơ Trang Long, Phường 7, Quận Bình Thạnh	108.076.745	1.066.937.356	108.074.298	1.066.950.557
BÁN NHÀ PHƯỜNG BÌNH THỌ-THỦ ĐỨC. MẶT TIỀN ĐƯỜNG SỐ 4. 60m2. 1T + 1L,TRÒN 6tỷ	2.29	60.0	3.0	2.0	Số 6 đường số 4 phường bình thọ tp thủ đức	"+ Nhà bán mặt tiền đường số 4.Phường Bình Thọ-TP.Thủ Đức.Ngay gần Giáo Sứ Từ Đức.
+ Thiết kế 1T + 1L. 3 Phòng ngủ + 2 WC.
+ Diện tích : 5x12. 60m2. Vuông vức
+ Sổ hông riêng.hoàn công đầy đủ.
+ Giá khớp 6ty.
+ Khu vực rất hiếm nhà bán.1 CĂN DUY NHẤT.GIÁ RẺ NHẤT THỊ TRƯỜNG.TRUNG TÂM TP-THỦ ĐỨC.gần chợ, giáo sứ Từ Đức,các trường cao đẳng đại học lớn của TPHCM...
Lhe.Em Hiếu 24/7 để xem ngay căn nhà cực HÓT này nhé !"	True	False	True	0	đường số 4, Phường Bình Thọ, TP. Thủ Đức	Số 6 đường số 4 phường bình thọ tp thủ đức	đường số 4, Phường Bình Thọ, TP. Thủ Đức	10.846.791	106.764.878	108.465.185	1.067.652.458
Bán toà nhà LÔ GÓC 9 tầng mặt phố Trung Liệt- Đống Đa Dt267m2, Mt8m..Giá 135tỷ	6.0	267.0				"Bán gấp toà nhà 9 tầng mặt phố Trung Liệt- Đống Đa- Hà Nội... Dt267m2, Mt8m, Lô góc 3 mặt thoáng.
+ Nhà xây mới 8 tầng nổi và 1 tầng hầm, Thiết kế hiện đại theo kiểu văn phòng hạng. Mỗi tầng là 1 sàn Văn Phòng rộng với hệ thống điều hòa âm trần DAIKIN.
+ Toàn bộ đá ốp mặt tiền và thang máy là đá Marble nhập từ Brazil, Cửa Nhôm Xingfa, Hai Thang máy nhập khẩu chính hãng Mitsubishi 800kg, Thiết bị vệ sinh và Thiết bị điện toàn bộ tòa nhà chính hãng, Hệ thống phòng cháy hiện đại do CATP cấp phép.
+ Vị trí: Tiếp giáp một số tuyến đường lớn như Vành Đai 2, Láng Hạ, Tây Sơn, Hoàng Cầu, La Thành... khu kinh doanh sầm uất, khu vực tập trung nhiều tòa nhà văn phòng, giao thông hạ tầng hoàn chỉnh.
+ Sổ đỏ chính chủ. GIÁ BÁN = 135 tỷ (bao phí sang tên). Để biết thêm thông tin vui lòng liên hệ: Ms Loan 0973889938
(Phối cảnh 3D kèm theo là kiến trúc xây dựng toà nhà)"	True	False	True	0	đường Trung Liệt, Đống Đa, Hà Nội	đường Trung Liệt, Đống Đa, Hà Nội	đường Trung Liệt, Đống Đa, Hà Nội	210.116.971	1.058.208.098	210.116.971	1.058.208.098
Hxh 2 lầu 4x15 Quốc Lộ 13 Hiệp Bình Chánh Thủ Đức	4.2	60.0	3.0	4.0		"4,9 tỷ Hxh 2 lầu 4x15 Quốc Lộ 13 Hiệp Bình Chánh Thủ Đức

+ 1 trệt 2 lầu 3pn 4wc nhà đẹp mới ở ngay
+ Khu dân trí an ninh, hẻm oto tới nhà
+ Vạn Phúc city, Giggamall, Xô Viết Nghệ Tĩnh
+ Nhà đẹp, bank hỗ trợ vay ngay 2 tỷ có nhà"	False	False	True	0	 Quốc Lộ 13, Hiệp Bình Chánh, Thủ Đức	 Quốc Lộ 13, Hiệp Bình Chánh, Thủ Đức	 Quốc Lộ 13, Hiệp Bình Chánh, Thủ Đức	108.400.858	1.067.162.539	108.400.858	1.067.162.539
Hxh 3 lầu 4x14 Đinh Tiên Hoàng P3 Bình Thạnh	4.9	56.0	5.0	7.0		"3 lầu Hxh 4x14 Đinh Tiên Hoàng P3 Bình Thạnh 7,3 tỷ

+ 3 Lầu 5pn 7wc 2 sân thượng sạch đẹp ra Nơ Trang Long, chợ Bà Chiểu 300m
+ Nhà 2 mặt tiền, Hẻm rộng 7m thông
+ Quận 1, Phú Nhuận, Phan Xích Long 3 phút
+ SHR nở hậu đẹp, vay bank dễ dàng"	False	False	True	0	Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh	Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh	Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh	107.947.047	1.066.960.934	107.947.047	1.066.960.934
Hxh 3 lầu 4x14 Đinh Tiên Hoàng P3 Bình Thạnh	7.3	56.0	5.0	7.0		"3 lầu Hxh 4x14 Đinh Tiên Hoàng P3 Bình Thạnh 7,3 tỷ

+ 3 Lầu 5pn 7wc 2 sân thượng sạch đẹp ra Nơ Trang Long, chợ Bà Chiểu 300m
+ Nhà 2 mặt tiền, Hẻm rộng 7m thông
+ Quận 1, Phú Nhuận, Phan Xích Long 3 phút
+ SHR nở hậu đẹp, vay bank dễ dàng"	False	False	True	0	Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh	Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh	Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh	107.947.047	1.066.960.934	107.947.047	1.066.960.934
Bán Nhà Nát Tiện Xây Mới - Kinh Dương Vương - P.12 - Quận 6. DT 128m2	7.3	128.0	1.0	1.0		"- Nhà nát tiện xây mới theo ý thích khách hàng.
- Diện tích: 128m2 ( 6.4 x 20m)
- Hẻm trước nhà 6m ô tô tránh nhau.
- Cách mặt tiền Kinh Dương Vương chỉ 30m.
- Vị trí đẹp ngay trung tâm Quận 6.
- Chính chủ lâu đời chưa qua đầu tư.
- Không bị quy hoạch, không lỗi phong thủy.
- Sổ đỏ chính chủ.
- Công chứng ngay.
- Giá bán 11.8 tỷ có thương lượng.
- Liên hệ Nhu Nhà Phố 24/7 để xem nhà.
#WPU#Y"	False	False	True	0	Kinh Dương Vương, Phường 12, Quận 6	Kinh Dương Vương, Phường 12, Quận 6	Kinh Dương Vương, Phường 12, Quận 6	107.497.134	106.628.909	107.497.134	106.628.909
